products_id,model,ean,name,description,dimension,price,delivery_code,quantity,categories,options,minimum_order_quantity,image_url
14665,FF84,5055071722417,Collectable Licensed Solar Powered Pal - Wallace,<p>Collectable Licensed Solar Powered Pal - Wallace</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 13cm Width 5.5cm Depth 6cm,1.90,B,4854,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF84_001.jpg
14666,FF85,5055071722424,Collectable Licensed Solar Powered Pal - Gromit,<p>Collectable Licensed Solar Powered Pal - Gromit</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 9cm Width 6cm Length 11cm,1.90,B,6032,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF85_001.jpg
14667,FF86,5055071722431,Collectable Licensed Solar Powered Pal - Shaun the Sheep,<p>Collectable Licensed Solar Powered Pal - Shaun the Sheep</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 13cm Width 5cm Depth 6cm,1.90,B,9170,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF86_001.jpg
14690,SMUG117,5055071719943,Fun Beach Themed Surf Board Shaped Handle Ceramic Mug,<p>Fun Beach Themed Surf Board Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 13cm Depth 8.5cm,2.86,E,1067,100175,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG117_001.jpg
14733,CUSH133,5055071722714,Fun Design Cushion with Insert - Alpaca,<p>Fun Design Cushion with Insert - Alpaca</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 48cm Width 49cm Depth 10cm,5.21,G,438,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH133_001.jpg
14742,FYP144,5055071723698,Ladybird Collectable Fairy Figure,<p>Ladybird Collectable Fairy Figure</p><p>If you like fantasy gifts and collectables then check out our fairy and unicorn range.</p><p>With the designs taking inspirations from folklore flora and fauna there is a great mix of styles and sizes of to choose from. Each piece is made from resin and hand painted making them individual and unique the perfect gift for all the family.</p>,Height without Plinth 20cm Width 13cm Depth 8cm Plinth 1x10x10cm,11.14,G,37,32,,1,http://www.puckator-dropship.co.uk/gifts/images/FYP144_001.jpg
14744,MUG305,5055071720055,Ceramic Elephant Shaped Collectable Mug,<p>Ceramic Elephant Shaped Collectable Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 10.5cm Width 15cm Depth 10cm,2.97,E,1364,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG305_001.jpg
14746,PUR46,5055071724909,Cute Alpaca Tic Tac Change Purse,<p>Cute Alpaca Tic Tac Change Purse</p><p>If you like your gifts funky and practical then look no further than our range of purses.</p><p>Made from a durable fabric with a metal tic tac top these are ideal for kids and adults of all ages.</p>,Height 8cm Width 9cm Depth 2cm,1.29,Z,1233,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/PUR46_001.jpg
14747,SMUG116,5055071719936,Fun Sausage Dog and Bun Shaped Handle Ceramic Mug,<p>Fun Sausage Dog and Bun Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 12.5cm Width 13cm Depth 8.5cm,2.86,E,1567,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG116_001.jpg
14750,FF87,5055071723070,Fun Collectable Cactus wearing Sombrero Solar Powered Pal,<p>Fun Collectable Cactus wearing Sombrero Solar Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 10.5cm Width 5.5cm Depth 6cm,1.68,A,753,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF87_001.jpg
14751,FF88,5055071723087,Fun Collectable Bikini Girl Solar Powered Pal,<p>Fun Collectable Bikini Girl Solar Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 11cm Width 5cm Depth 6cm,1.42,A,1362,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF88_001.jpg
14752,FF90,5055071723100,Fun Collectable Unicorn Solar Powered Pal,<p>Fun Collectable Unicorn Solar Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 11cm Width 5cm Depth 6cm,1.68,B,5530,9046|100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF90_001.jpg
14753,FF91,5055071722561,Fun Collectable Welsh Dragon Solar Powered Pal,<p>Fun Collectable Welsh Dragon Solar Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 10.5cm Width 6.5cm Depth 6cm,1.68,A,1785,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF91_001.jpg
15189,MB212,5055071725418,Novelty Ceramic Shark Money Box,<p>Novelty Ceramic Shark Money Box</p><p>Save your pennies in our range of cute and novelty money boxes.</p><p>Made from ceramics all come with a slot in the top and a rubber bung on the bottom. These are a great gift idea for all the family.</p>,Height 8cm Width 15cm Depth 7cm,2.86,C,596,52,,1,http://www.puckator-dropship.co.uk/gifts/images/MB212_001.jpg
14768,CUSH155,5055071724756,Rainbow Unicorn Emotive Cushion,<p>Rainbow Unicorn Emotive Cushion</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 32cm Width 32cm Depth 8.5cm,4.31,C,1143,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH155_001.jpg
14796,CUSH153,5055071724428,Cushion with Insert - Home is Where You Park It 43 x 43cm,<p>Cushion with Insert - Home is Where You Park It 43 x 43cm</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 41cm Width 41cm Depth 9cm,4.31,E,44,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH153_001.jpg
14814,FYP141,5055071723667,Princess Daydream Collectable Fairy Figure,<p>Princess Daydream Collectable Fairy Figure</p><p>If you like fantasy gifts and collectables then check out our fairy and unicorn range.</p><p>With the designs taking inspirations from folklore flora and fauna there is a great mix of styles and sizes of to choose from. Each piece is made from resin and hand painted making them individual and unique the perfect gift for all the family.</p>,Height 14.5cm Width 17cm Depth 12.5cm,11.14,G,156,32,,1,http://www.puckator-dropship.co.uk/gifts/images/FYP141_001.jpg
14822,PEN101,5055071724220,Cute Plastic Unicorn Pen,<p>Cute Plastic Unicorn Pen</p><p>Need a funky pen that looks great and fits into your pocket or handbag then look no further. These great gift items are colourful and come in a variety of unusual designs.</p><p>These durable little pens are made from plastic and have a black biro inside. They are perfect when you are on the go at home or in the office.</p><p>Each pen is CE marked and recommended for 3+.</p>,Length 15cm Width 4cm Depth 2cm,1.51,Z,1374,9180,,1,http://www.puckator-dropship.co.uk/gifts/images/PEN101_001.jpg
14830,XMAS14,5055071721083,Festive Message to Santa Set - Christmas Elf Door,<p>Festive Message to Santa Set - Christmas Elf Door</p><p>Mini collectables are a great item for all ages and we have a fantastic selection to choose from.</p><p>Not only are they value for money there is something for everyone plus they make ideal party favour gifts and stocking fillers.</p>,Height 7.5cm Width 5.5cm Depth 1.5cm,2.35,B,349,79,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/XMAS14_001.jpg
14901,MUG300,5055071719783,Ceramic Camel Head Collectable Mug,<p>Ceramic Camel Head Collectable Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 10cm Width 15.5cm Depth 14.5cm,3.34,E,384,100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG300_001.jpg
14952,ALP02,5055071726408,Alpaca Collectables - Figurines,<p>Alpaca Collectables - Figurines</p><p>If you like animal gifts then check out these fun alpaca collectables.</p><p>Made from resin these fun items are great for all the family.  We offer a wide variety of colourful collectables each hand painted to give them a unique and individual finish.</p>,Height 6.5cm Width 7cm Depth 3cm,1.68,B,757,9056|9060,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/ALP02_001.jpg
14957,DRG426,5055071727016,Elements Crystal Enchanted Nightmare Dragon Figurine,<p>Elements Crystal Enchanted Nightmare Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 10-11.5cm Width 8.5cm-11cm Depth 9-11cm,5.54,E,303,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG426_001.jpg
14958,DRG427,5055071727023,Rock Crystal Enchanted Nightmare Dragon Figurine,<p>Rock Crystal Enchanted Nightmare Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 9-9.5cm Width 4.5-6cm Depth 4-5cm,3.02,B,700,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG427_001.jpg
14959,DRG428,5055071727030,Crystal Rock Soothsayer Enchanted Nightmare Dragon Figurine,<p>Crystal Rock Soothsayer Enchanted Nightmare Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 13-14.5cm Width13-15cm Depth 8-10cm,8.28,F,39,100058,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/DRG428_001.jpg
14962,DRG431,5055071727306,Collectable Dragon Skull,<p>Collectable Dragon Skull</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 16.5cm Width 22.5cm Depth 25cm,15.12,J,299,100058,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG431_001.jpg
16682,KEY203,5055071745621,Squishy Cuddlies Cute Keyring - Pets,<p>Squishy Cuddlies Cute Keyring - Pets</p><p>Our range of plush keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 7cm Width 8cm Depth 6cm,2.18,A,2332,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY203_001.jpg
16683,KEY204,5055071745638,Squishy Cuddlies Cute Keyring - Sealife,<p>Squishy Cuddlies Cute Keyring - Sealife</p><p>Our range of plush keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 7-8cm Width 8cm Depth 6-8cm,2.18,A,41,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY204_001.jpg
14991,WS150B,5055071719752,Collectable Tiered Trinket Display Stand,<p>Collectable Tiered Trinket Display Stand</p><p>Mini collectable and trinket display stands are a great displaying all your favourite items. There are loads of themes to choose from so we know you will find one just for you.</p><p>Made from resin they are strong and durable and will look great with all your treasures displayed on the different layers and levels. The resin is suitable for outdoors but if left in an exposed location the paint finish may start to weather.</p>,Height 4cm Width 19cm Depth 8.5cm,3.81,D,91,9046,,1,http://www.puckator-dropship.co.uk/gifts/images/WS150B_001.jpg
15062,MUG311,5055071725159,Ceramic Novelty President Shaped Mug,<p>Ceramic Novelty President Shaped Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 11cm Width 14cm Depth 10.5cm,3.08,E,3942,350,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG311_001.jpg
15089,FYP150,5055071728259,Decorative School Time Collectable Fairy Figurine,<p>Decorative School Time Collectable Fairy Figurine</p><p>If you like fantasy gifts and collectables then check out our fairy and unicorn range.</p><p>With the designs taking inspirations from folklore flora and fauna there is a great mix of styles and sizes of to choose from. Each piece is made from resin and hand painted making them individual and unique the perfect gift for all the family.</p>,Height 23cm Width 17cm Depth 14cm,13.72,I,49,32,,1,http://www.puckator-dropship.co.uk/gifts/images/FYP150_001.jpg
15094,MUG314,5055071725555,Fantasy Skull and Rose Shaped Handle Ceramic Mug,<p>Fantasy Skull and Rose Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 13cm Width 16cm Depth 13.5cm,3.81,F,1274,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG314_001.jpg
16681,KEY202,5055071745614,Squishy Cuddlies Cute Keyring - Zoo,<p>Squishy Cuddlies Cute Keyring - Zoo</p><p>Our range of plush keyrings are a must have for all the family.</p><p>Made from polyester and coming complete with plastic key loop these fun collectables are great to show friends and family but also make your keys easy to find in your handbag or pocket.</p>,Height 7cm Width 8cm Depth 6cm,2.18,A,1153,100561,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/KEY202_001.jpg
15116,FF95,5055071728891,Collectable President Solar Powered Pal,<p>Collectable President Solar Powered Pal</p><p>Our range of solar pals a perfect gift for all the family. Made from plastic they have a built in solar panel that does not need batteries they just need a sunny window sill to get them dancing and waving.</p><p>With the range of designs available there is something for everyone. They are not a toy but are CE marked due to small parts.</p>,Height 10cm Width 4.5cm Depth 6cm,1.90,A,6690,100530,,1,http://www.puckator-dropship.co.uk/gifts/images/FF95_001.jpg
15124,DRG433,5055071729140,LED Mystical Vortex Dark Legends Dragon Figurine,<p>LED Mystical Vortex Dark Legends Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items as they are well designed and made but are still great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p><p>The LED requires 2 AA batteries which are not included with the figurine.</p>,Height 23.5cm Width 14cm Depth 10cm,12.38,H,178,100058,Any|Purple|Green,1,http://www.puckator-dropship.co.uk/gifts/images/DRG433_001.jpg
15125,PEN112,5055071731969,Fun Boxing Skeleton Pen,<p>Fun Boxing Skeleton Pen</p><p>Need a funky pen that looks great and fits into your pocket or handbag then look no further. These great gift items are colourful and come in a variety of unusual designs.</p><p>These durable little pens are made from plastic and have a blue biro inside. They are perfect when you are on the go at home or in the office.</p>,Length 18cm Width 3cm Depth 4cm,1.29,Z,4098,9180,Any|Black|White,1,http://www.puckator-dropship.co.uk/gifts/images/PEN112_001.jpg
15126,PUR47,5055071729676,Handy PVC Make Up Bag Purse - Bonnie Scotland,<p>Handy PVC Make Up Bag Purse - Bonnie Scotland</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 9cm Width 11cm Depth 3.5cm,1.11,Z,4865,100561,Any|Thistle|Bagpipes,1,http://www.puckator-dropship.co.uk/gifts/images/PUR47_001.jpg
15129,PUR50,5055071729706,Handy PVC Make Up Bag Purse - London Icons,<p>Handy PVC Make Up Bag Purse - London Icons</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 9cm Width 11cm Depth 3.5cm,1.11,Z,1536,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/PUR50_001.jpg
15130,PUR51,5055071729713,Handy PVC Make Up Bag Purse - Fruit with Faces,<p>Handy PVC Make Up Bag Purse - Fruit with Faces</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 9cm Width 11cm Depth 3.5cm,1.11,Z,1720,100561,Any|Multiple Fruit|Big Fruit,1,http://www.puckator-dropship.co.uk/gifts/images/PUR51_001.jpg
15131,PUR52,5055071729720,Handy PVC Make Up Bag Purse - Feline Fine Cat Design,<p>Handy PVC Make Up Bag Purse - Feline Fine Cat Design</p><p>If you like your gifts funky and practical then look no further than our range of make bags and purses.</p><p>Made from a durable fabric these are ideal for kids and adults of all ages.</p>,Height 9cm Width 11cm Depth 3.5cm,1.11,Z,1979,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/PUR52_001.jpg
15140,MAT36,5055071731129,Unicorn Coir Door Mat - Please Wipe Your Hooves,<p>Unicorn Coir Door Mat - Please Wipe Your Hooves</p><p>Every home needs a door mat so check out our collection of coir door mats.</p><p>Made from robust natural coir fibre with a durable PVC rubber backing these will last for ages and withstand the busiest households.</p><p>With the variety of designs available we know you will find the one for you.</p>,Height 2cm Width 75cm Depth 46cm,6.66,K,459,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/MAT36_001.jpg
15383,HAN62,5055071732850,Fun Collectable Pop Art Hanging Sloth Decoration,<p>Fun Collectable Pop Art Hanging Sloth Decoration</p><p>If you like cute animals then check out these fun sloth gifts and novelties.</p><p>Made from resin these fun items are great for all the family. We offer a wide variety of colourful collectables each hand painted to give them a unique and individual finish.</p>,Total Length 17cm Sloth Height 7.5cm Width 4cm Depth 4cm,1.42,A,1971,100576,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/HAN62_001.jpg
15186,SLIP16,5055071731730,Mermaid Pair of Unisex Slippers,<p>Mermaid Pair of Unisex Slippers</p><p>Check out our fantastic range of novelty slippers.</p><p>Made from polyester they are a unisex one size fits all design perfect for all the family.</p><p>This is a unisex slipper and has a rough size guide of 41/42 but will fit smaller and bigger adult sizes. This item is not a toy.</p>,Height 15cm Width 15cm Length 30cm,10.02,F,792,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/SLIP16_001.jpg
15188,SLIP18,5055071731754,Dinosaur Pair of Unisex Slippers,<p>Dinosaur Pair of Unisex Slippers</p><p>Check out our fantastic range of novelty slippers.</p><p>Made from polyester they are a unisex one size fits all design perfect for all the family.</p><p>This is a unisex slipper and has a rough size guide of 41/42 but will fit smaller and bigger adult sizes. This item is not a toy.</p>,Height 10cm Width 16cm Length 27cm,10.02,F,401,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/SLIP18_001.jpg
15193,MB238,5055071731617,Collectable Ceramic Black Cat Shaped Money Box,<p>Collectable Ceramic Black Cat Shaped Money Box</p><p>Save your pennies in our range of cute and novelty money boxes.</p><p>Made from ceramics all come with a slot in the top and a rubber bung on the bottom. These are a great gift idea for all the family.</p>,Height 13cm Width 12cm Depth 10cm Slot 3cm,2.86,E,525,52,,1,http://www.puckator-dropship.co.uk/gifts/images/MB238_001.jpg
15205,BATH35,5055071728433,Handmade Bath Bomb Set of 3 - Cupcake Fragrance Gift Box,<p>Handmade Bath Bomb Set of 3 - Cupcake Fragrance Gift Box</p><p>Handmade bath balls are a great gift idea and with the variety of fragrances available there is definitely something out there for all tastes.</p><p>Each set contains a mix of fragrances with full ingredients and use information found on the packaging.</p><p>Bath bombs weigh approximately 200grams so you can throw a whole one in or just use half to make them go further.</p>,Height 7.5cm Width 7cm Depth 7cm,4.35,G,55,100561,,1,http://www.puckator-dropship.co.uk/gifts/images/BATH35_001.jpg
17342,IF218,5055071746161,Decorative Round Buddha Wooden Red Incense Burner Ash Catcher,<p>Decorative Round Buddha Wooden Red Incense Burner Ash Catcher</p><p>Our hand crafted range of wood products are a must have. Each piece has either been carved with intricate fretwork designs or inlayed with metal details.</p><p>Each has then been finished with a wax or wood dye to protect and enhance the natural wood.</p>,Height 1cm Width 7cm Depth 7cm,0.66,Z,3118,9096,,1,http://www.puckator-dropship.co.uk/gifts/images/IF218_001.jpg
15315,CAND68,5055071732201,Glass Candleholder Set of 2 - Mermaid Tail Design,<p>Glass Candleholder Set of 2 - Mermaid Tail Design</p><p>Add style and fun to your home with our range of candle holders and candles.</p><p>Our sets of 2 holders are made from glass and can be used with a votive or tea light candle.</p><p>Whether you burn candles in them or just use them as decoration our candleholders are a must have item around your home or workplace or for parties and events.</p><p>All candles come with candle safety warnings.</p>,Height 6.5cm Width 5cm Depth 5cm,2.35,C,293,10,,1,http://www.puckator-dropship.co.uk/gifts/images/CAND68_001.jpg
15330,PEN113,5055071733154,Fun Novelty Pen - Cute Alpaca Design,<p>Fun Novelty Pen - Cute Alpaca Design</p><p>Need a funky pen that looks great and fits into your pocket or handbag then look no further. These great gift items are colourful and come in a variety of unusual designs.</p><p>These durable little pens are made from plastic and have a black biro inside. They are perfect when you are on the go at home or in the office.</p>,Height 13cm Width 2.5cm Depth 3.5cm,1.42,Z,358,9180,Only Available Assorted,1,http://www.puckator-dropship.co.uk/gifts/images/PEN113_001.jpg
15332,MUG263,5055071727290,Fun Alpaca Slogan Shaped Handle Ceramic Mug,<p>Fun Alpaca Slogan Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 12cm Width 13cm Depth 8.5cm,2.63,E,1788,350|100175,,1,http://www.puckator-dropship.co.uk/gifts/images/MUG263_001.jpg
15336,SMUG150,5055071728396,Collectable Torino Shaped Handle Ceramic Mug,<p>Collectable Torino Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 12cm Width 14cm Depth 9cm,2.97,E,1392,350|100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG150_001.jpg
15337,SMUG168,5055071729638,Fun Flamingo Shaped Handle Ceramic Mug,<p>Fun Flamingo Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 13.5cm Width 13cm Depth 8.5cm,2.97,E,1231,350|100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG168_001.jpg
15338,SMUG169,5055071729645,Cute Princess Wand Shaped Handle Ceramic Mug,<p>Cute Princess Wand Shaped Handle Ceramic Mug</p><p>Our shaped handle mugs are novelty and come in a great range of themes and designs. They are all food safe but cannot be used in the dishwasher or microwave.</p><p>Made from ceramics they will definitely be a talking point at the dinner table or in the office canteen.</p>,Height 13.5cm Width 14cm Depth 8cm,2.97,E,2806,350|100175,,1,http://www.puckator-dropship.co.uk/gifts/images/SMUG169_001.jpg
15358,CUSH165,5055071731792,Sequin Two Tone Skull Design Cushion,<p>Sequin Two Tone Skull Design Cushion</p><p>Cushions are a quick and easy way to add colour and design to your home. We offer a fantastic range of polyester cushions which cover a huge range of themes and designs.</p><p>Coming with full washing instructions our cushions are a cheap and easy way to jazz up your interior.</p>,Height 39cm Width 38cm Depth 13cm,9.52,G,158,100576,,1,http://www.puckator-dropship.co.uk/gifts/images/CUSH165_001.jpg
15370,DRG435,5055071731877,Ice Mother Fantasy Winter Warrior Dragon Figurine,<p>Ice Mother Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 29cm Width 30cm Depth 16cm,27.44,K,204,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG435_001.jpg
15371,DRG436,5055071731884,Mothers Bond Fantasy Winter Warrior Dragon Figurine,<p>Mothers Bond Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 22cm Width 29cm Depth 17cm,24.64,J,35,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG436_001.jpg
15372,DRG437,5055071731891,Dream Crystal Fantasy Winter Warrior Dragon Figurine,<p>Dream Crystal Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 32cm Width 20cm Depth 15cm,25.76,J,128,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG437_001.jpg
15373,DRG438,5055071731907,Foresight Fantasy Winter Warrior Dragon Figurine,<p>Foresight Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 6.5 - 7cm Width 5.5 - 8cm Depth 5 - 7cm,3.34,B,857,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG438_001.jpg
15374,DRG439,5055071731914,Crystal Soul Fantasy Winter Warrior Dragon Figurine,<p>Crystal Soul Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 10cm Width 9cm Depth 7 - 9cm,5.71,C,29,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG439_001.jpg
15376,DRG441,5055071731938,Mystical Dream Fantasy Winter Warrior Dragon Figurine,<p>Mystical Dream Fantasy Winter Warrior Dragon Figurine</p><p>Our fantasy and gothic dragon range are great entry level collectors items. They are well designed and made as well as being great value.</p><p>Made from resin each has been individually finished in rich fantasy colours to create an eye-catching decorative figurine.</p>,Height 16cm Width 17cm Depth 12cm,13.38,H,276,9084,,1,http://www.puckator-dropship.co.uk/gifts/images/DRG441_001.jpg
